date,primemover_id,time,travel_empty,stopped_empty,loading,travel_loaded,stopped_loaded,dumping,nett_cycle_time
2022-12-23,7007,11:09:31,16.08,0.3,9.54,19.41,149.33,2.99,197.62
2022-12-23,7008,11:45:05,52.04,845.25,12.17,0.0,295.91,2.42,1207.77
2022-12-23,7007,14:27:08,14.69,0.1,6.94,20.74,0.47,2.6,45.53
2022-12-23,7007,15:12:40,13.88,0.17,6.52,22.71,0.55,2.51,46.33
2022-12-23,7007,15:59:00,15.3,5.34,13.43,23.4,0.47,2.45,60.39
2022-12-23,7007,16:59:23,17.43,471.78,10.93,23.04,1.18,2.35,526.72
2022-12-24,7007,01:46:06,18.15,0.15,7.58,24.14,0.75,2.3,53.06
2022-12-24,7007,02:39:10,17.63,8.22,9.38,23.71,0.65,2.41,61.99
2022-12-24,7007,03:41:09,19.0,20.85,9.66,25.45,0.75,2.55,78.25
2022-12-24,7007,04:59:24,20.26,8.64,8.56,28.2,6.8,2.36,74.83
2022-12-24,7008,07:52:51,33.4,0.94,9.64,0.0,0.0,2.45,46.43
2022-12-24,7008,08:39:17,33.66,9.04,8.27,0.0,0.0,2.35,53.3
2022-12-24,7008,09:32:35,34.11,0.87,10.2,0.0,0.0,2.39,47.58
2022-12-24,7008,10:20:10,33.94,1.44,9.39,0.0,0.0,2.47,47.22
2022-12-24,7007,10:40:20,7.79,0.15,7.0,21.54,1.26,2.44,40.18
2022-12-24,7008,11:07:23,34.13,2.44,11.04,0.0,0.0,2.3,49.9
2022-12-24,7007,11:20:31,15.08,0.22,7.37,21.31,0.48,2.58,47.03
2022-12-24,7008,11:57:17,34.57,10.6,2.6,0.0,0.0,2.52,50.3
2022-12-24,7008,13:14:25,35.35,2.04,10.76,0.0,0.0,2.38,50.52
2022-12-24,7008,14:04:56,34.87,80.72,11.34,0.0,0.0,2.52,129.45
2022-12-24,7008,16:14:23,34.3,0.96,12.42,0.0,0.0,2.47,50.13
2022-12-24,7008,17:04:31,36.68,14.23,6.97,0.0,0.0,2.3,60.18
2022-12-24,7008,19:49:06,58.37,54.2,24.96,0.0,754.63,2.53,894.68
2022-12-24,7007,22:24:57,0.78,3486.66,0.0,0.0,20.53,2.35,3510.32
2022-12-25,7008,13:43:57,34.79,12.54,8.55,0.0,0.0,2.4,58.28
2022-12-25,7008,14:42:14,39.62,25.28,11.23,0.0,10.42,2.48,89.03
2022-12-25,7008,16:11:16,37.05,6.6,10.45,0.0,0.0,2.35,56.45
2022-12-25,7008,17:07:43,36.59,2.99,18.26,0.0,0.0,2.31,60.16
2022-12-25,7008,19:03:55,21.99,70.21,19.63,0.0,0.0,2.18,114.01
2022-12-25,7008,20:57:56,39.81,0.87,9.85,0.0,0.0,2.32,52.84
2022-12-25,7008,21:50:46,37.98,6.46,10.2,0.0,0.0,2.32,56.96
2022-12-25,7008,22:47:44,37.79,4.63,10.79,0.0,0.0,70.97,124.19
2022-12-26,7008,00:51:55,38.42,1.01,9.72,0.0,0.0,2.19,51.31
2022-12-26,7008,01:44:30,38.66,0.97,9.1,0.0,0.0,2.26,50.98
2022-12-26,7008,02:35:29,36.81,0.93,8.63,0.0,0.0,2.15,48.52
2022-12-26,7008,03:24:00,59.55,289.3,24.19,10.52,235.48,2.7,621.73
2022-12-26,7008,13:45:44,35.1,8.49,7.12,0.0,0.0,2.57,53.27
2022-12-26,7008,14:39:00,35.35,60.16,15.44,0.0,0.0,2.5,113.45
2022-12-26,7008,16:32:27,34.24,1.33,14.06,0.0,0.0,2.42,52.05
2022-12-26,7008,17:24:30,35.1,1.71,8.2,0.0,0.0,2.42,47.44
2022-12-26,7008,19:19:01,35.85,12.77,7.83,0.0,0.0,2.67,59.12
2022-12-26,7008,20:18:08,36.23,7.09,8.41,0.0,0.0,2.64,54.38
2022-12-26,7008,21:12:31,37.55,0.83,10.78,0.0,0.0,2.89,52.07
2022-12-26,7008,22:04:35,18.74,188.62,0.0,0.0,0.0,3.13,210.5
2022-12-27,7008,01:35:05,38.92,0.58,7.15,0.0,0.0,2.29,48.93
2022-12-27,7008,02:24:01,41.45,1.86,6.98,0.0,0.0,2.45,52.72
2022-12-27,7008,03:16:44,46.67,154.47,18.42,0.0,0.0,2.44,221.99
2022-12-27,7008,08:06:04,35.47,397.3,11.53,0.0,0.0,2.39,446.68
2022-12-27,7007,08:55:17,0.0,52.61,0.0,0.0,37.78,4.08,94.47
2022-12-27,7007,10:29:45,0.0,21.57,0.0,0.0,21.71,2.34,45.61
2022-12-27,7007,11:15:22,0.0,31.47,0.0,1.9,23.09,4.03,60.48
2022-12-27,7007,13:15:51,17.71,32.16,9.89,20.27,0.6,2.51,83.17
2022-12-27,7007,14:39:01,16.52,0.18,9.82,18.71,0.67,2.47,48.38
2022-12-27,7007,15:27:24,15.34,0.17,7.2,19.17,2.16,2.46,46.5
2022-12-27,7008,15:32:45,35.64,1.06,10.23,0.0,0.0,2.51,49.47
2022-12-27,7007,16:13:54,15.3,0.13,8.57,20.24,1.99,2.55,48.77
2022-12-27,7008,16:22:13,36.04,1.19,11.97,0.0,0.0,2.4,51.6
2022-12-27,7007,17:02:40,15.53,7.65,3.05,23.14,5.16,3.13,57.65
2022-12-27,7008,17:13:49,36.69,0.25,12.33,0.0,0.0,2.45,51.72
2022-12-27,7007,18:51:32,18.59,1.78,9.05,22.72,1.35,2.58,56.07
2022-12-27,7008,19:46:25,0.0,61.69,0.0,0.0,0.0,1.45,63.14
2022-12-27,7007,19:47:36,17.22,148.86,0.0,16.64,1.86,2.42,187.01
2022-12-27,7008,20:49:34,0.0,41.76,0.0,0.0,0.0,2.35,44.1
2022-12-27,7008,21:33:40,0.0,64.85,0.0,0.0,0.0,2.25,67.1
2022-12-27,7008,22:40:46,0.0,52.89,0.0,0.0,0.0,2.34,55.23
2022-12-27,7007,22:54:37,16.14,1.71,10.86,19.85,1.57,20.0,70.15
2022-12-27,7008,23:36:00,29.35,595.17,10.24,0.0,0.0,3.69,638.47
2022-12-28,7007,00:04:46,13.81,3.49,7.62,17.51,0.73,2.48,45.64
2022-12-28,7007,08:21:03,16.07,0.17,6.95,20.67,2.28,2.7,48.83
2022-12-28,7007,09:09:53,36.35,1.37,9.83,0.0,0.0,2.38,49.94
2022-12-28,7007,09:59:49,31.16,0.84,12.17,6.43,12.06,4.26,66.93
2022-12-28,7008,10:14:28,36.94,8.46,10.39,0.0,0.0,2.4,58.18
2022-12-28,7007,11:06:45,17.03,919.36,4.07,21.15,13.89,2.49,978.0
2022-12-28,7008,11:12:39,36.61,1.69,7.5,0.0,0.0,2.28,48.07
2022-12-28,7008,18:54:38,37.82,23.55,15.21,0.0,0.0,54.25,130.83
2022-12-28,7008,21:05:28,36.78,1.05,7.62,0.0,0.0,2.42,47.87
2022-12-28,7008,21:53:20,35.59,23.52,10.9,0.0,0.0,2.42,72.42
2022-12-28,7008,23:05:45,38.16,1.53,7.54,0.0,0.0,2.47,49.7
2022-12-28,7008,23:55:27,38.79,1.05,16.43,0.0,0.0,2.42,58.7
2022-12-29,7008,01:48:59,37.9,7.73,8.64,0.0,0.0,2.43,56.7
2022-12-29,7008,02:45:41,37.47,3.96,9.45,0.0,0.0,2.36,53.23
2022-12-29,7007,03:24:45,15.46,0.17,6.72,21.32,2.84,2.49,49.0
2022-12-29,7008,03:38:55,57.0,85.85,22.13,0.0,0.0,101.23,266.19
2022-12-29,7007,04:13:45,16.15,22.5,5.73,21.59,1.31,2.6,69.9
2022-12-29,7007,05:23:39,14.58,0.17,6.92,21.24,3.92,2.45,49.27
2022-12-29,7007,07:48:05,128.72,0.63,6.52,18.7,4.21,4.64,163.41
2022-12-29,7008,08:54:47,0.0,36.16,0.0,0.0,0.0,2.55,38.71
2022-12-29,7008,09:33:30,0.0,49.52,0.0,0.0,0.0,2.3,51.82
2022-12-29,7008,10:25:19,0.0,45.91,0.0,0.0,0.0,2.43,48.35
2022-12-29,7007,10:31:30,15.25,4.62,4.52,20.53,1.29,2.86,49.05
2022-12-29,7008,11:13:40,0.0,46.34,0.0,0.0,0.0,2.35,48.68
2022-12-29,7007,11:20:33,14.82,0.15,5.43,23.82,0.0,2.88,47.11
2022-12-29,7007,12:07:49,14.49,41.9,5.47,20.41,1.22,2.95,86.43
2022-12-29,7008,12:15:08,36.1,1.48,7.9,0.0,0.0,2.57,48.05
2022-12-29,7008,13:51:36,27.65,58.53,7.22,0.0,0.0,2.39,95.79
2022-12-29,7007,14:31:15,14.74,0.13,5.29,21.15,3.95,2.7,47.95
2022-12-29,7007,15:19:12,14.89,0.48,3.08,21.14,2.49,2.9,44.98
2022-12-29,7008,15:27:23,37.87,1.0,7.3,0.0,0.0,2.47,48.63
2022-12-29,7007,16:04:11,7.0,199.12,0.0,18.54,8.88,2.42,235.95
2022-12-29,7008,16:16:01,38.16,18.04,6.96,0.0,0.0,2.23,65.37
2022-12-29,7008,17:21:23,35.59,0.22,9.65,0.0,0.0,2.5,47.97
2022-12-29,7008,19:04:14,38.1,19.23,9.14,0.0,0.0,2.43,68.88
2022-12-29,7007,20:00:08,29.88,264.59,6.51,19.78,0.69,2.37,323.84
2022-12-29,7008,20:13:07,40.58,11.03,8.24,0.0,0.0,2.41,62.27
2022-12-29,7008,21:15:23,37.4,6.2,7.39,0.0,0.0,2.33,53.32
2022-12-29,7008,22:08:42,36.35,19.91,8.36,0.0,0.0,2.3,66.92
2022-12-29,7008,23:15:37,41.13,10.02,10.58,0.0,0.0,2.59,64.31
2022-12-30,7008,01:23:50,38.18,3.62,12.64,0.0,0.0,2.37,56.82
2022-12-30,7007,01:49:54,15.78,38.96,19.64,19.72,1.91,2.54,98.57
2022-12-30,7008,02:20:39,37.68,5.94,18.58,0.0,0.0,2.41,64.63
2022-12-30,7008,03:25:17,38.79,428.67,0.0,0.0,0.0,2.48,469.93
2022-12-30,7007,03:28:28,15.08,0.2,8.17,20.72,4.56,2.62,51.35
2022-12-30,7007,04:19:49,16.77,0.62,28.18,21.69,42.58,2.52,112.35
2022-12-30,7007,07:28:44,15.62,3.03,17.08,20.88,3.67,2.47,62.73
2022-12-30,7007,08:31:28,13.86,8.43,5.44,20.93,2.07,2.53,53.25
2022-12-30,7007,09:24:43,14.98,0.27,4.67,21.02,2.61,2.31,45.87
2022-12-30,7007,10:10:35,14.96,2.89,4.38,20.28,3.67,2.21,48.42
2022-12-30,7007,10:59:00,14.99,0.25,3.97,20.78,4.07,2.31,46.36
2022-12-30,7008,11:15:13,17.65,172.44,0.0,0.0,0.0,2.67,192.77
2022-12-30,7007,11:45:22,15.35,291.65,7.5,19.44,1.77,2.82,338.52
2022-12-30,7008,14:27:59,35.22,0.61,7.69,0.0,0.0,2.55,46.05
2022-12-30,7008,15:14:02,33.19,0.64,7.17,0.0,0.0,2.3,43.3
2022-12-30,7008,15:57:20,25.93,0.13,9.96,7.94,0.0,2.69,46.65
2022-12-30,7008,16:43:59,35.13,12.92,7.26,0.0,0.0,2.65,57.95
2022-12-30,7007,17:23:53,14.87,0.2,6.58,19.53,0.0,2.41,43.59
2022-12-30,7008,17:41:56,42.58,2.89,1.48,0.0,0.0,2.28,49.26
2022-12-30,7007,18:13:13,16.71,4.22,6.88,23.95,3.05,2.57,57.37
2022-12-30,7007,20:02:12,16.86,0.2,5.97,24.52,0.55,2.67,50.77
2022-12-30,7008,20:21:12,33.93,86.89,0.68,0.0,92.75,35.72,249.96
2022-12-30,7007,20:52:58,18.37,2.95,5.92,24.42,0.68,2.48,54.81
2022-12-30,7007,21:47:47,18.41,0.6,7.34,24.26,0.62,2.97,54.2
2022-12-30,7007,22:41:59,18.05,7.31,6.96,24.45,0.8,2.37,59.91
2022-12-30,7007,23:41:54,19.53,76.13,6.67,26.42,0.48,2.87,132.1
2022-12-31,7008,00:53:47,40.15,0.89,8.81,0.0,0.0,2.36,52.23
2022-12-31,7008,01:46:01,38.93,1.07,8.41,0.0,0.0,2.63,51.05
2022-12-31,7007,01:54:53,19.83,1.89,3.83,26.62,7.59,2.42,62.18
2022-12-31,7008,02:37:04,18.52,310.18,7.66,0.0,0.0,0.83,337.18
2022-12-31,7007,02:57:04,20.17,2.34,5.75,24.84,4.38,3.01,60.5
2022-12-31,7007,03:57:34,18.72,0.2,8.33,23.05,92.26,2.86,145.42
2022-12-31,7008,08:14:15,23.24,244.73,11.95,18.53,0.0,10.45,308.89
2022-12-31,7007,10:41:32,7.82,0.15,10.83,21.56,20.57,52.68,113.59
2022-12-31,7007,12:35:08,22.13,0.17,5.26,18.05,0.38,1.82,47.8
2022-12-31,7008,15:59:38,15.69,5.54,8.29,18.48,0.0,4.08,52.08
2022-12-31,7008,16:51:43,15.24,0.3,14.05,17.69,0.0,4.08,51.35
2022-12-31,7008,17:43:04,15.63,0.18,3.67,22.47,5.49,3.22,50.63
2022-12-31,7008,19:59:08,17.55,0.19,9.64,19.94,2.22,6.68,56.22
2022-12-31,7008,20:55:21,17.07,0.61,11.02,21.02,0.0,4.22,53.93
2022-12-31,7008,21:49:17,18.07,0.7,8.72,21.87,0.42,3.21,52.98
2022-12-31,7008,22:42:16,16.1,6.06,8.1,21.04,1.47,101.41,154.18
2023-01-01,7008,01:16:27,16.89,0.2,13.49,19.46,0.0,4.35,54.4
2023-01-01,7008,02:10:51,16.26,0.32,10.05,19.75,0.0,3.68,50.07
2023-01-01,7008,03:00:55,16.95,0.28,8.33,19.77,0.0,5.22,50.55
2023-01-01,7008,03:51:28,16.4,5.22,9.42,20.01,9.4,3.19,63.63
2023-01-01,7008,04:55:06,16.33,0.23,8.75,19.95,0.0,91.77,137.03
2023-01-01,7008,07:12:08,17.3,173.47,7.31,17.23,0.0,2.94,218.23
2023-01-01,7008,10:50:22,16.31,0.77,8.62,16.93,0.0,4.45,47.08
2023-01-01,7008,11:37:27,15.22,0.17,6.88,18.81,0.55,3.05,44.68
2023-01-01,7008,13:16:45,15.75,22.38,7.93,17.83,0.0,2.97,66.87
2023-01-01,7008,14:23:37,15.31,0.15,8.05,17.22,0.0,2.83,43.55
2023-01-01,7008,15:07:10,15.28,11.44,8.3,17.9,0.0,3.21,56.13
2023-01-01,7008,16:03:18,15.66,16.21,9.15,18.12,0.0,2.72,61.85
2023-01-01,7008,17:05:09,15.41,0.12,7.64,18.41,0.0,2.92,44.48
2023-01-01,7008,17:49:38,23.46,0.1,7.08,20.4,0.0,3.15,54.18
2023-01-01,7008,22:14:26,18.16,0.88,8.87,20.15,0.0,3.15,51.22
2023-01-01,7008,23:05:39,17.49,0.02,15.04,21.52,80.51,3.03,137.62
2023-01-02,7008,01:23:16,19.03,0.19,7.74,22.65,1.21,360.64,411.44
2023-01-02,7008,08:14:42,1.41,10.19,282.19,21.35,6.68,3.0,324.83
2023-01-02,7008,13:39:32,15.83,5.04,8.52,17.51,0.0,3.32,50.23
2023-01-02,7008,14:29:46,15.46,0.15,7.39,18.09,0.0,2.88,43.97
2023-01-02,7008,15:13:44,16.56,2.11,7.49,18.14,0.0,3.53,47.83
2023-01-02,7008,16:01:34,14.83,0.15,9.45,18.65,0.0,16.78,59.86
2023-01-02,7008,17:01:25,9.26,0.18,6.84,19.3,0.0,2.83,38.42
2023-01-02,7008,17:39:51,14.54,0.13,7.26,18.16,0.0,488.85,528.93
2023-01-03,7008,03:26:21,2.5,1.9,9.7,77.64,19.34,10445.89,10556.97
2023-01-10,7008,11:23:19,20.69,1.82,2.81,0.0,0.0,2.33,27.65
2023-01-10,7008,11:50:58,98.37,9.26,0.0,0.0,0.0,2.4,110.03
2023-01-10,7008,13:41:00,36.59,0.78,5.44,0.0,0.0,2.33,45.15
2023-01-10,7008,14:26:09,35.54,34.62,8.45,0.0,0.0,2.5,81.1
2023-01-10,7007,14:48:07,17.17,2.4,4.97,16.91,0.35,3.35,45.15
2023-01-10,7007,15:33:16,16.19,8.57,5.36,17.39,0.0,2.61,50.12
2023-01-10,7008,15:47:15,37.27,23.27,11.23,0.0,0.0,2.37,74.15
2023-01-10,7007,16:23:23,15.31,0.25,15.77,17.04,0.89,2.47,51.73
2023-01-10,7008,17:01:24,38.74,15.61,7.69,0.0,0.0,2.43,64.46
2023-01-10,7007,17:15:07,16.49,0.17,4.78,18.19,0.7,59.8,100.15
2023-01-10,7007,18:59:05,15.98,7.15,7.3,16.24,0.33,4.3,51.3
2023-01-10,7008,19:23:52,37.46,5.16,6.62,0.0,0.0,2.63,51.86
2023-01-10,7007,19:50:23,15.03,0.11,9.17,16.95,0.28,1.95,43.5
2023-01-10,7008,20:15:44,15.08,82.75,0.0,0.0,0.0,3.0,100.83
2023-01-10,7007,20:33:53,15.94,0.5,5.41,16.78,0.31,2.08,41.03
2023-01-10,7007,21:14:55,15.86,7.27,4.7,17.17,0.23,5.27,50.48
2023-01-10,7008,21:56:34,21.29,137.28,7.93,0.0,0.0,3.85,170.34
2023-01-10,7007,22:05:23,0.42,0.02,0.0,0.0,0.0,6.98,7.42
2023-01-10,7007,22:12:49,15.07,0.15,6.0,16.83,0.27,1.58,39.9
2023-01-10,7007,22:52:43,15.24,0.18,7.01,16.45,0.0,4.87,43.75
2023-01-10,7007,23:36:28,16.05,93.97,6.18,19.24,0.72,2.02,138.17
2023-01-11,7008,00:13:53,0.82,0.0,0.0,24.71,3.69,3.82,33.01
2023-01-11,7007,01:06:48,0.65,0.0,0.0,29.93,15.25,2.02,47.83
2023-01-11,7008,01:42:14,16.98,6.04,8.03,19.1,0.0,3.5,53.65
2023-01-11,7007,01:54:38,15.49,10.81,5.42,16.07,0.0,2.36,50.15
2023-01-11,7008,02:35:53,16.28,0.23,8.77,20.57,4.95,3.73,54.53
2023-01-11,7007,02:44:47,15.97,8.9,4.55,17.37,21.33,1.73,69.87
2023-01-11,7008,03:30:25,16.49,0.25,8.85,19.38,0.0,3.97,48.95
2023-01-11,7007,03:54:39,15.11,0.17,5.09,16.3,0.33,2.92,39.92
2023-01-11,7008,04:19:22,16.37,0.27,6.86,19.09,2.87,3.3,48.73
2023-01-11,7007,04:34:34,15.71,15.02,10.29,51.09,45.15,2.47,139.72
2023-01-11,7008,05:08:06,16.07,15.54,10.75,45.15,0.07,3.29,90.87
2023-01-11,7008,06:13:45,25.41,0.84,0.0,0.0,0.0,2.51,28.76
2023-01-11,7007,07:40:03,15.54,3.71,4.28,16.25,0.75,1.55,42.1
2023-01-11,7007,08:22:09,15.26,1.38,5.43,15.79,0.76,1.92,40.55
2023-01-11,7008,08:59:49,15.89,0.18,8.21,17.69,0.0,3.23,45.19
2023-01-11,7007,09:02:42,14.72,0.17,5.44,15.75,0.39,1.73,38.19
2023-01-11,7007,09:40:53,14.87,0.3,6.01,15.89,0.25,1.7,39.01
2023-01-11,7008,09:45:00,15.6,0.25,7.06,17.58,0.0,3.63,44.13
2023-01-11,7007,10:19:54,14.85,0.97,6.27,16.08,1.12,2.1,41.38
2023-01-11,7008,10:29:08,16.74,1.35,8.62,17.9,0.0,3.07,47.68
2023-01-11,7007,11:01:17,15.12,0.2,4.84,15.93,0.33,3.7,40.12
2023-01-11,7008,11:16:49,15.26,0.21,7.91,18.6,0.0,1.33,43.34
2023-01-11,7007,11:41:24,14.92,0.21,5.04,50.14,3.89,1.42,75.59
2023-01-11,7008,13:04:57,1.54,109.71,7.68,20.79,0.0,3.3,143.0
2023-01-11,7007,13:34:53,15.46,474.46,11.77,17.08,0.83,1.73,521.37
2023-01-11,7008,15:27:57,16.49,13.93,7.6,19.73,0.0,4.05,61.8
2023-01-11,7008,16:29:45,15.84,0.2,9.57,18.26,0.0,3.55,47.43
2023-01-11,7008,17:17:11,15.58,0.2,8.1,19.03,0.0,0.7,43.62
2023-01-11,7008,19:13:50,10.62,73.24,9.55,19.2,0.0,3.38,116.0
2023-01-11,7008,21:09:51,16.17,0.26,11.48,18.92,0.0,3.27,50.1
2023-01-11,7008,21:59:57,16.7,5.0,12.73,19.48,0.0,3.45,57.37
2023-01-11,7007,22:16:15,15.65,4.32,7.58,16.95,7.17,2.03,53.7
2023-01-11,7008,22:57:19,17.14,0.7,17.3,18.97,0.0,3.37,57.47
2023-01-11,7007,23:09:57,16.05,110.58,15.47,17.07,0.23,3.68,163.07
2023-01-11,7008,23:54:47,18.48,1.31,11.34,19.28,0.0,3.32,53.72
2023-01-12,7008,01:49:36,16.58,6.21,11.69,19.53,0.0,4.45,58.47
2023-01-12,7007,01:53:01,16.14,0.29,5.08,15.82,0.23,8.11,45.67
2023-01-12,7007,02:38:41,16.68,0.45,5.12,16.62,12.59,2.17,53.62
2023-01-12,7008,02:48:04,16.11,0.19,10.23,19.18,4.62,3.15,53.48
2023-01-12,7007,03:32:18,7.39,609.47,11.34,15.92,0.32,1.85,646.28
2023-01-12,7008,03:41:33,15.23,10.23,14.16,18.32,0.0,3.35,61.28
2023-01-12,7008,04:42:50,15.48,0.2,8.69,19.34,13.68,3.15,60.53
2023-01-12,7008,05:43:22,15.56,0.22,2.83,55.4,7.01,3.27,84.29
2023-01-12,7008,07:57:43,15.52,0.27,7.13,17.06,0.0,3.05,43.0
2023-01-12,7008,08:40:43,15.74,1.56,7.23,17.62,0.0,15.63,57.78
2023-01-12,7008,09:38:30,15.94,5.45,6.45,17.59,0.0,2.87,48.32
2023-01-12,7008,10:26:49,16.64,10.54,6.23,19.69,0.63,3.08,56.82
2023-01-12,7008,11:23:38,16.5,0.27,7.96,59.93,8.18,3.33,96.16
2023-01-12,7008,13:58:17,16.34,0.9,12.51,18.85,0.0,2.95,51.55
2023-01-12,7007,14:18:35,14.62,0.2,8.43,15.99,0.68,2.23,42.15
2023-01-12,7008,14:49:50,16.25,0.25,7.83,19.23,16.48,13.52,73.57
2023-01-12,7007,15:00:44,15.54,0.18,5.21,15.72,21.81,8.04,66.52
2023-01-12,7008,16:03:24,16.96,5.21,8.71,20.44,0.0,3.38,54.7
2023-01-12,7007,16:07:15,15.13,0.44,5.78,16.19,0.37,1.8,39.72
2023-01-12,7007,16:46:58,15.04,0.18,6.65,16.09,0.5,1.42,39.87
2023-01-12,7008,16:58:06,18.43,0.22,7.95,60.34,47.07,3.26,137.27
2023-01-12,7007,17:26:50,14.67,0.21,5.03,51.91,23.11,1.67,96.58
2023-01-12,7008,20:25:52,16.74,0.2,11.03,19.08,0.0,3.23,50.28
2023-01-12,7007,20:26:36,15.89,0.64,10.57,18.26,0.38,1.67,47.42
2023-01-12,7007,21:14:01,15.71,29.55,7.53,16.46,21.85,8.17,99.27
2023-01-12,7008,21:16:09,15.95,24.83,8.39,18.92,0.0,3.31,71.4
2023-01-12,7008,22:27:33,16.19,4.66,7.59,18.02,0.0,3.23,49.7
2023-01-12,7007,22:53:17,16.02,0.28,5.21,17.93,1.28,97.24,137.98
2023-01-12,7008,23:17:15,16.45,0.69,8.61,20.92,69.63,16.58,132.88
2023-01-13,7007,01:03:25,0.45,0.0,0.0,0.0,0.0,7.39,7.84
2023-01-13,7007,01:11:16,15.46,250.77,9.17,17.36,0.53,0.95,294.22
2023-01-13,7008,01:30:08,16.92,4.19,7.35,19.22,0.0,3.35,51.03
2023-01-13,7008,02:21:10,15.86,0.2,9.6,18.68,0.0,3.63,47.97
2023-01-13,7008,03:09:08,16.1,3.03,9.16,17.96,0.0,3.42,49.69
2023-01-13,7008,03:58:49,16.32,8.34,9.39,18.35,2.79,6.75,61.91
2023-01-13,7008,05:00:44,15.78,0.33,7.27,31.06,22.91,0.0,0.0
2023-01-13,7008,05:00:45,0.7,0,0,75.44,36.47,4.63,117.24
2023-01-13,7007,07:12:30,15.43,4.95,5.67,16.33,1.54,1.9,45.82
2023-01-13,7007,07:58:19,15.66,1.2,4.77,15.91,0.35,8.6,46.5
2023-01-13,7007,08:44:49,14.43,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-13,7007,08:44:50,0.38,0,0,35.19,9.54,3.83,48.93
2023-01-13,7007,10:11:04,15.87,0.19,4.63,16.22,0.75,1.38,39.04
2023-01-13,7007,10:50:06,15.63,0.25,5.89,16.4,0.36,3.15,41.68
2023-01-13,7007,11:31:47,14.65,0.35,4.73,27.02,30.58,10.94,88.26
2023-01-13,7008,16:20:21,16.22,0.25,22.26,18.45,0.0,4.83,62.02
2023-01-13,7008,17:22:22,15.95,0.25,7.77,18.94,0.0,4.0,46.9
2023-01-13,7008,19:08:04,17.91,0.21,11.55,21.4,0.0,3.25,54.32
2023-01-13,7008,20:02:23,17.93,1.75,7.24,20.65,0.0,3.35,50.92
2023-01-13,7008,20:59:33,18.55,0.32,7.35,23.02,0.0,3.2,52.43
2023-01-13,7008,21:51:59,20.33,3.41,7.08,23.98,0.42,9.54,64.77
2023-01-13,7007,22:47:49,14.88,0.12,5.89,15.93,0.33,1.3,38.45
2023-01-13,7008,22:56:45,20.17,0,7.39,23.02,0.22,3.11,53.9
2023-01-13,7007,23:26:16,14.86,0,4.81,15.96,69.52,1.38,106.54
2023-01-13,7008,23:50:38,20.01,1.3,13.08,24.0,0.0,3.42,61.82
2023-01-14,7007,01:12:51,16.56,0.25,9.12,16.58,0.72,4.48,47.71
2023-01-14,7008,01:52:28,20.95,7.73,8.95,24.95,4.95,3.48,71.02
2023-01-14,7007,02:00:34,16.88,0.25,10.3,15.99,0.55,1.35,45.32
2023-01-14,7007,02:45:53,15.48,0.12,5.22,15.75,0.25,1.32,38.14
2023-01-14,7008,03:03:29,20.49,7.36,1.53,33.6,14.5,3.29,80.76
2023-01-14,7007,03:24:01,14.33,4.05,5.9,15.82,0.46,10.13,50.69
2023-01-14,7007,04:24:14,0.63,0.12,0,0.0,0.0,7.63,8.39
2023-01-14,7007,04:32:38,15.05,0.08,5.52,15.66,0.32,1.48,38.12
2023-01-14,7007,05:10:45,14.7,0.12,11.3,19.53,21.63,1.1,68.38
2023-01-14,7007,07:08:51,15.28,0.51,10.49,16.15,0.35,2.62,45.4
2023-01-14,7007,07:54:15,16.05,24.48,5.5,15.75,1.05,4.41,67.25
2023-01-14,7007,09:01:30,15.6,25.36,4.33,16.04,0.38,2.02,63.73
2023-01-14,7007,10:05:14,14.72,0.13,7.38,16.1,0.32,3.4,42.05
2023-01-14,7007,10:47:17,15.5,0.18,5.2,15.78,1.07,1.95,39.68
2023-01-14,7007,11:26:58,15.9,0.24,6.62,48.18,9.5,3.33,83.77
2023-01-14,7008,13:19:03,16.02,0.63,8.48,19.2,0.0,3.37,47.7
2023-01-14,7007,13:52:26,15.6,0.15,8.1,15.87,0.38,2.07,42.17
2023-01-14,7008,14:06:45,15.83,0.23,8.35,19.17,0.0,8.8,52.38
2023-01-14,7007,14:34:36,16.25,7.29,6.0,17.45,0.38,2.38,49.76
2023-01-14,7008,14:59:08,15.66,1.02,11.0,18.78,0.0,3.12,49.58
2023-01-14,7008,15:53:43,15.95,0.25,12.58,19.7,0.27,3.3,52.05
2023-01-14,7008,16:45:46,16.65,1.63,8.98,19.2,0.0,3.19,49.65
2023-01-14,7008,17:54:13,17.84,3.84,9.98,19.75,0.0,3.27,54.68
2023-01-14,7007,19:47:51,16.17,0.2,5.7,17.27,0.38,1.82,41.53
2023-01-14,7008,20:07:35,16.28,0.35,7.85,20.5,0.0,3.05,48.03
2023-01-14,7007,20:29:23,15.37,0.24,4.88,16.56,1.64,6.87,45.55
2023-01-14,7008,20:55:37,16.3,1.21,9.04,19.88,0.0,3.3,49.73
2023-01-14,7007,21:14:56,15.13,0.47,5.1,16.37,0.18,4.42,41.67
2023-01-14,7008,21:51:37,16.32,0.88,8.82,19.22,0.43,4.42,50.08
2023-01-14,7007,21:56:36,15.06,0.22,9.0,17.11,0.0,2.3,43.7
2023-01-14,7007,22:40:18,15.5,5.62,5.17,16.67,0.0,1.9,44.85
2023-01-14,7008,22:41:42,16.68,0.18,9.29,18.74,0.0,4.13,49.02
2023-01-14,7007,23:25:09,14.8,0.15,6.27,16.7,0.95,1.72,40.58
