date,primemover_id,time,travel_empty,stopped_empty,loading,travel_loaded,stopped_loaded,dumping,nett_cycle_time
2022-06-11,7007,18:56:18,30.05,12.97,21.01,0.0,0.0,3.15,67.17
2022-06-11,7008,19:56:58,4.59,0.25,6.77,29.9,16.51,2.32,60.33
2022-06-11,7007,20:03:28,17.16,2.4,7.91,21.24,12.16,2.46,63.33
2022-06-11,7008,20:57:18,13.68,0.25,7.17,22.04,9.43,2.41,55.0
2022-06-11,7007,21:06:48,17.1,0.0,0.68,23.43,14.11,2.64,57.97
2022-06-11,7008,21:52:18,13.45,0.23,6.46,25.77,5.56,2.37,53.83
2022-06-11,7007,22:04:46,11.92,0.27,6.33,24.8,10.41,3.02,56.75
2022-06-11,7008,22:46:08,13.85,2.1,5.98,25.69,23.84,56.81,128.27
2022-06-11,7007,23:01:31,33.48,0.56,13.63,43.97,26.35,3.13,121.14
2022-06-12,7008,00:58:04,38.29,25.52,14.7,47.02,8.32,2.88,136.72
2022-06-12,7007,01:46:46,27.22,6.98,2.47,17.39,8.15,2.57,64.76
2022-06-12,7007,02:51:32,37.8,2.46,8.3,0.17,0.3,2.72,51.74
2022-06-12,7008,03:14:47,11.82,0.17,7.07,27.81,1.1,2.55,50.53
2022-06-12,7007,03:43:16,46.32,0.47,2.57,0.0,0.0,0.15,49.5
2022-06-12,7008,04:05:19,12.55,0.3,8.15,22.92,1.24,2.2,47.37
2022-06-12,7007,04:32:46,23.95,1.85,21.93,14.67,29.33,3.05,94.76
2022-06-12,7008,04:52:41,13.1,0.28,11.83,25.77,20.08,2.25,73.31
2022-06-12,7007,06:18:51,34.56,8.08,7.05,0.35,1.17,2.77,53.95
2022-06-12,7008,06:55:25,28.3,1.71,23.58,17.9,1.4,2.59,75.47
2022-06-12,7008,08:11:42,12.66,0.24,6.73,20.4,4.81,2.44,47.28
2022-06-12,7007,08:16:23,32.06,8.61,6.22,0.0,0.0,2.81,49.72
2022-06-12,7008,08:58:59,24.0,0.0,5.35,11.06,1.78,2.8,45.01
2022-06-12,7007,09:06:06,31.79,5.18,6.67,0.0,0.0,2.8,46.45
2022-06-12,7008,09:43:59,56.18,184.01,0.0,9.19,21.13,2.3,272.81
2022-06-12,7007,09:52:33,16.57,0.27,41.79,15.46,4.51,2.72,81.32
2022-06-12,7007,11:13:52,32.74,5.33,6.47,0.7,0.0,2.57,47.81
2022-06-12,7007,12:02:12,33.45,13.2,24.25,0.0,0.0,2.64,73.53
2022-06-12,7008,14:16:48,0.0,0.0,0.0,34.78,82.05,2.43,119.28
2022-06-12,7007,14:22:29,32.72,32.2,16.02,0.0,33.13,2.47,116.53
2022-06-12,7008,16:16:05,20.81,4.63,10.75,27.54,0.17,2.2,66.1
2022-06-12,7007,16:19:01,33.23,101.96,7.04,0.0,0.0,2.76,145.0
2022-06-12,7008,17:22:11,140.72,6.1,28.73,0.0,0.0,2.35,177.9
2022-06-12,7007,18:44:01,29.61,6.53,21.68,0.0,0.0,2.41,60.26
2022-06-12,7007,20:05:53,24.51,237.06,0.0,0.0,0.0,2.51,264.08
2022-06-12,7008,20:20:05,7.01,295.28,27.08,22.85,2.2,2.71,357.13
2022-06-13,7007,01:58:34,35.9,1.56,24.48,0.0,0.0,2.68,64.63
2022-06-13,7008,02:18:42,16.15,0.2,24.09,17.22,1.08,2.69,61.42
2022-06-13,7007,03:03:12,71.82,8.86,0.0,0.0,0.0,2.31,83.0
2022-06-13,7008,03:20:07,3.88,0.2,3.29,32.05,19.7,2.73,61.83
2022-06-13,7008,04:21:57,22.47,7.9,29.97,12.2,2.12,4.04,78.7
2022-06-13,7007,04:26:12,19.92,2.19,15.08,0.0,0.0,3.35,40.55
2022-06-13,7007,05:06:45,34.4,4.98,8.94,0.0,0.0,1.17,49.48
2022-06-13,7008,05:40:39,0.0,0.0,0.0,29.9,23.23,2.48,55.6
2022-06-13,7007,05:56:14,109.77,8.93,22.9,0.0,0.0,2.83,144.43
2022-06-13,7008,08:09:17,0.0,0.0,0.0,37.98,28.43,2.73,69.14
2022-06-13,7007,08:20:40,32.72,19.78,9.18,0.0,0.0,2.72,64.4
2022-06-13,7008,09:18:25,66.12,21.47,0.0,124.35,44.65,5.89,262.5
2022-06-13,7007,09:25:04,32.7,16.95,12.03,0.0,0.0,2.65,64.33
2022-06-13,7007,10:29:24,31.84,0.82,8.63,0.0,0.0,2.7,43.98
2022-06-13,7007,11:13:23,32.55,3.69,18.16,1.25,34.67,2.21,92.55
2022-06-13,7008,13:41:50,17.04,103.43,14.81,14.17,44.71,23.3,217.45
2022-06-13,7007,13:47:03,15.98,0.33,8.51,22.73,158.87,2.54,208.97
2022-06-13,7007,17:16:01,14.85,116.9,8.46,20.97,6.16,3.08,170.43
2022-06-13,7008,17:19:17,20.56,0.0,19.23,4.98,0.0,4.18,48.96
2022-06-13,7008,18:10:57,11.53,1.6,10.21,21.84,9.52,2.37,57.07
2022-06-13,7007,20:06:27,15.54,1.87,11.04,20.88,2.53,3.04,54.88
2022-06-13,7008,20:21:39,29.84,0.0,11.37,4.64,2.07,3.58,51.48
2022-06-13,7007,21:01:20,16.14,0.17,4.09,20.33,116.38,2.48,159.57
2022-06-13,7008,21:13:08,9.95,4.2,6.71,17.67,209.84,2.58,250.95
2022-06-13,7007,23:40:54,17.64,51.66,9.07,20.2,6.56,3.25,108.41
2022-06-14,7008,01:24:05,29.04,3.38,11.98,5.01,0.56,2.35,52.32
2022-06-14,7007,02:07:15,7.78,19.98,0.0,0.0,22.97,2.43,53.17
2022-06-14,7008,02:16:24,29.14,146.99,3.36,8.91,0.6,9.59,198.58
2022-06-14,7007,03:00:25,12.03,10.02,3.89,21.37,129.2,68.58,245.09
2022-06-14,7008,05:34:59,39.34,27.9,3.37,0.5,23.83,2.46,97.4
2022-06-14,7007,07:05:30,15.49,0.22,6.36,18.93,25.6,2.8,69.41
2022-06-14,7007,08:14:55,15.75,0.28,27.74,109.84,12.53,3.1,169.27
2022-06-14,7008,08:35:35,13.55,0.08,11.83,20.82,4.34,2.17,52.8
2022-06-14,7008,09:28:23,18.29,0.73,9.43,18.91,16.95,2.43,66.74
2022-06-14,7008,10:35:07,12.71,0.32,12.76,23.18,3.81,0.74,53.51
2022-06-14,7007,11:04:11,35.76,1.3,17.78,108.37,0.72,2.7,166.65
2022-06-14,7008,11:28:37,17.99,0.0,10.78,16.27,3.08,2.4,50.51
2022-06-14,7008,12:23:49,9.45,35.59,80.17,24.7,13.93,0.82,0.0
2022-06-14,7007,13:50:50,35.99,12.45,10.31,0.53,0.0,2.7,61.97
2022-06-14,7007,14:52:48,33.42,11.7,9.68,0.92,5.9,2.71,64.33
2022-06-14,7007,15:57:08,15.43,0.68,5.86,19.87,7.48,2.57,51.9
2022-06-14,7007,16:49:02,35.95,0.0,2.3,20.19,22.42,3.23,84.08
2022-06-14,7007,18:59:13,113.2,1.71,28.29,0.15,0.3,2.8,146.45
2022-06-14,7007,21:25:40,15.33,5.18,12.95,21.78,4.43,2.7,62.38
2022-06-14,7007,22:28:03,5.57,322.01,0.0,2.05,34.7,2.88,367.22
2022-06-15,7007,04:35:16,0.0,35.19,0.0,0.0,33.37,2.97,71.52
2022-06-15,7007,05:46:47,26.4,93.2,19.33,10.25,12.62,2.7,164.48
2022-06-15,7007,08:31:16,14.58,0.35,3.28,24.74,14.22,2.2,59.37
2022-06-15,7007,09:30:38,15.93,0.87,2.61,27.53,3.85,3.4,54.2
2022-06-15,7007,10:24:50,12.86,0.44,13.03,23.27,10.45,3.17,63.2
2022-06-15,7007,11:28:02,15.61,97.56,1.18,29.86,95.76,21.83,261.82
2022-06-15,7007,15:49:51,0.0,0.0,0.0,3.37,9.77,0.0,0.0
2022-10-30,7007,18:54:01,20.51,4.63,1.2,0.0,634.92,2.43,663.68
2022-11-01,7007,13:48:45,35.42,13.87,10.4,0.0,0.37,2.42,62.47
2022-11-01,7007,14:51:13,91.35,342.93,25.14,0.0,3.07,2.69,465.17
2022-11-01,7007,22:36:23,20.59,8.57,41.43,20.88,11.38,2.63,105.45
2022-11-02,7007,01:22:17,20.0,0.25,14.86,19.91,3.14,2.45,60.62
2022-11-02,7007,02:22:54,15.9,10.3,9.14,18.03,8.48,2.62,64.45
2022-11-02,7007,03:27:21,19.66,2.0,15.65,20.24,0.82,2.48,60.87
2022-11-02,7007,04:28:13,41.5,48.43,8.78,0.0,0.0,2.39,101.09
2022-11-02,7007,07:08:14,35.29,11.58,20.25,0.0,1.37,2.2,70.7
2022-11-02,7007,08:18:56,34.0,7.72,18.29,0.0,1.21,2.27,63.5
2022-11-02,7007,09:22:26,34.28,1.86,12.85,0.0,0.0,2.3,51.3
2022-11-02,7007,10:13:44,34.99,1.27,11.95,0.5,0.85,2.43,52.0
2022-11-02,7007,11:05:44,23.13,7.36,9.75,12.1,0.58,2.34,55.27
2022-11-02,7007,12:01:19,17.46,0.0,3.17,27.3,33.14,3.53,84.61
2022-11-02,7007,21:46:13,16.6,2.5,62.2,19.89,0.47,463.64,565.3
2022-11-03,7007,07:11:31,9.75,362.81,24.57,18.58,0.05,3.17,418.93
2022-11-03,7007,14:10:27,16.73,1.42,27.66,18.51,0.0,8.78,73.12
2022-11-03,7007,15:23:34,29.07,3401.03,4.48,20.45,22.69,3.05,3480.75
2022-11-04,7008,09:27:25,23.1,21.96,5.74,3.57,2160.92,2.75,2218.02
2022-11-05,7008,22:25:27,21.98,1.74,0.85,20.75,5.59,1.83,52.72
2022-11-05,7008,23:18:10,1.28,0.15,0.0,0.0,0.0,0.1,1.53
2022-11-05,7008,23:19:42,22.75,8.74,0.85,21.26,23.63,2.47,79.68
2022-11-06,7008,01:43:30,25.21,11.86,0.83,18.3,5.36,2.99,64.57
2022-11-06,7007,02:24:19,17.15,0.37,5.26,20.14,3.4,2.78,49.1
2022-11-06,7008,02:48:04,24.77,1.77,1.19,20.14,31.88,2.57,82.3
2022-11-06,7007,03:13:25,7.58,41.55,0.0,0.0,0.43,1.27,50.83
2022-11-06,7007,04:04:15,9.03,197.88,12.44,18.11,0.0,5.08,242.55
2022-11-06,7008,04:10:22,29.17,3.02,0.93,20.36,62.99,2.47,118.95
2022-11-06,7008,06:58:58,19.93,16.28,1.3,14.47,8.6,2.5,63.08
2022-11-06,7008,08:03:05,20.94,0.6,1.25,17.2,6.76,2.37,49.12
2022-11-06,7007,08:06:48,15.77,0.0,9.31,17.68,0.0,6.02,48.78
2022-11-06,7008,08:52:12,0.18,21.57,0.0,6.95,23.8,1.63,54.13
2022-11-06,7007,08:55:35,15.77,0.22,9.6,18.58,0.0,4.88,49.05
2022-11-06,7007,09:44:38,15.59,0.27,7.87,17.83,0.0,3.45,45.0
2022-11-06,7008,09:46:20,0.0,23.19,0.0,0.0,27.2,1.79,52.18
2022-11-06,7007,10:29:38,16.89,4.42,8.95,18.71,0.5,6.43,55.88
2022-11-06,7008,10:38:31,0.0,22.62,0.0,0.0,22.85,2.21,47.68
2022-11-06,7007,11:25:31,19.26,0.0,8.4,56.73,181.99,3.4,269.79
2022-11-06,7008,11:26:12,9.88,3.63,0.0,0.0,29.67,3.5,46.68
2022-11-06,7008,13:16:09,20.35,0.83,1.33,17.45,18.15,2.17,60.28
2022-11-06,7008,14:16:26,20.76,0.8,1.7,17.88,6.71,2.2,50.07
2022-11-06,7008,15:06:30,20.53,30.31,1.18,17.73,33.06,2.38,105.18
2022-11-06,7008,16:51:41,19.02,5.17,1.31,16.85,15.39,2.45,60.19
2022-11-06,7007,17:15:13,15.93,0.17,30.79,57.59,11.98,4.6,121.07
2022-11-06,7008,17:51:52,19.37,0.81,12.02,17.97,12.62,2.56,65.37
2022-11-06,7007,19:49:28,17.14,0.12,7.68,18.63,0.0,3.75,47.32
2022-11-06,7008,20:04:50,19.97,0.98,7.08,16.27,3.09,2.47,49.86
2022-11-06,7007,20:36:47,17.61,0.12,9.5,19.31,2.62,3.05,52.2
2022-11-06,7008,20:54:42,20.12,1.04,4.52,17.66,0.6,2.48,46.42
2022-11-06,7007,21:28:59,18.95,0.0,12.8,20.54,0.46,3.2,55.95
2022-11-06,7008,21:41:07,20.78,0.9,6.35,18.19,3.46,2.9,52.58
2022-11-06,7007,22:24:56,17.93,0.23,8.55,19.43,0.0,3.13,49.27
2022-11-06,7008,22:33:42,22.65,6.97,5.09,14.54,2.24,2.48,53.95
2022-11-06,7007,23:14:12,16.41,0.18,8.77,19.85,0.67,0.21,46.1
2022-11-06,7008,23:27:39,20.65,2.94,8.48,16.59,0.92,2.45,52.03
2022-11-07,7007,01:06:05,8.81,0.44,8.83,19.71,0.0,3.2,40.99
2022-11-07,7008,01:08:42,20.5,0.84,6.04,18.22,0.89,2.55,49.02
2022-11-07,7007,01:47:05,16.91,0.18,9.58,18.56,0.0,6.84,52.08
2022-11-07,7008,01:57:43,21.95,1.38,7.76,16.66,1.51,2.47,51.73
2022-11-07,7007,02:39:10,16.36,0.22,8.19,18.92,0.0,3.0,46.67
2022-11-07,7008,02:49:27,21.08,0.93,5.57,17.92,6.64,2.58,54.72
2022-11-07,7007,03:25:50,17.38,0.6,7.58,18.76,0.0,3.0,47.33
2022-11-07,7008,03:44:10,23.76,11.39,1.27,24.1,202.71,2.46,265.67
2022-11-07,7007,04:13:10,21.91,0.0,3.12,19.49,0.0,3.15,47.67
2022-11-07,7007,05:00:50,17.44,0.22,10.35,20.88,3.1,3.1,55.1
2022-11-07,7007,05:55:56,18.12,6.18,11.05,17.82,0.0,6.48,59.66
2022-11-07,7008,08:09:50,15.5,7.07,7.12,19.46,32.56,2.25,83.95
2022-11-07,7007,08:15:27,16.53,7.84,7.34,17.91,0.0,8.48,58.1
2022-11-07,7007,09:13:33,16.86,35.68,8.39,17.98,0.0,3.27,82.17
2022-11-07,7008,09:33:47,23.2,5.11,1.5,16.98,5.84,2.36,54.98
2022-11-07,7008,10:28:46,23.2,263.43,2.04,20.81,24.08,2.35,335.92
2022-11-07,7007,10:35:43,16.57,0.22,7.74,18.78,0.55,8.5,52.37
2022-11-07,7007,11:28:05,15.88,9.71,8.69,44.29,10.77,7.93,97.27
2022-11-07,7008,16:04:41,24.74,19.54,1.96,16.05,26.92,2.55,91.77
2022-11-07,7007,17:06:07,15.49,0.17,13.25,19.96,15.15,4.18,68.19
2022-11-07,7008,17:36:27,0.05,137.62,0.0,8.55,26.62,3.0,175.83
2022-11-07,7007,19:05:57,17.34,6.71,18.46,19.0,0.77,9.0,71.27
2022-11-07,7007,20:17:13,9.01,1331.3,0.0,0.0,0.0,2.53,1342.84
2022-11-07,7008,20:32:17,0.0,1122.72,0.0,0.93,35.55,2.4,1161.6
2022-11-08,7008,15:53:53,20.78,12.43,1.5,8.64,16.95,2.43,62.73
2022-11-08,7008,16:56:37,23.65,5.52,1.02,17.57,10.14,48.5,106.41
2022-11-08,7008,18:43:01,24.13,4.49,1.27,18.49,6.59,2.36,57.33
2022-11-08,7008,19:52:57,1.15,137.25,0.0,45.72,1311.11,3.15,1498.38
2022-11-09,7007,01:19:00,16.64,6.83,19.54,19.53,0.0,3.78,66.33
2022-11-09,7007,02:25:20,15.93,0.17,9.53,19.97,0.0,237.6,283.2
2022-11-09,7007,07:08:31,0.37,0.1,0.0,0.0,0.0,0.35,0.82
2022-11-09,7007,07:09:21,8.3,116.04,0.02,27.22,443.73,4.38,599.68
2022-11-09,7007,17:09:02,16.34,0.23,10.34,18.55,0.0,6.69,52.14
2022-11-09,7007,18:04:59,16.76,109.39,13.98,19.73,0.0,3.37,163.22
2022-11-09,7008,20:51:20,17.03,0.19,18.1,22.8,0.35,2.83,61.3
2022-11-09,7007,21:35:46,15.77,0.17,8.62,19.55,0.88,3.55,48.53
2022-11-09,7008,21:52:38,15.47,38.09,10.96,23.3,0.0,23.15,110.98
2022-11-09,7007,22:24:18,16.19,0.24,9.97,20.28,0.0,128.08,174.75
2022-11-09,7008,23:43:36,17.62,14.77,1.79,25.75,760.5,4.82,825.23
2022-11-10,7007,01:19:03,16.05,80.09,10.85,18.97,0.0,3.6,129.55
2022-11-10,7007,03:28:36,15.16,7.32,15.19,19.1,64.62,10.12,131.5
2022-11-10,7007,05:40:06,15.44,0.13,30.04,81.64,424.99,3.43,555.68
2022-11-10,7008,16:27:26,15.08,4.87,13.6,21.57,0.0,3.43,58.55
2022-11-10,7007,17:18:43,15.23,0.16,11.94,0.0,255.62,137.71,420.65
2022-11-10,7008,17:25:59,16.57,0.2,8.64,65.51,166.83,11.64,269.41
2022-11-10,7008,22:35:31,21.55,955.85,12.57,18.86,0.0,3.33,1012.16
2022-11-11,7007,00:19:21,0.0,0.0,0.0,0.0,0.0,48.66,48.66
2022-11-11,7007,01:59:28,1.73,767.18,12.43,19.48,0.0,3.45,804.28
2022-11-11,7007,15:23:45,15.68,0.17,8.31,18.97,0.0,4.27,47.39
2022-11-11,7008,15:29:46,15.98,5.32,8.11,18.82,0.0,3.3,51.53
2022-11-11,7007,16:11:08,26.98,574.56,9.28,21.9,0.0,3.42,636.12
2022-11-11,7008,16:21:18,15.96,1.78,7.94,18.36,0.0,3.22,47.27
2022-11-11,7008,17:08:34,16.64,0.17,8.29,19.98,0.0,52.83,97.91
2022-11-11,7008,18:47:51,16.5,0.51,28.49,18.1,0.0,3.72,67.33
2022-11-11,7008,20:12:51,16.18,4.75,9.0,17.6,0.0,3.1,50.63
2022-11-11,7008,21:03:29,15.52,4.6,11.53,18.84,0.97,2.98,54.43
2022-11-11,7008,21:57:55,16.0,0.43,8.0,18.61,0.9,3.17,47.12
2022-11-11,7008,22:45:02,16.21,0.94,7.86,18.05,0.0,2.85,45.9
2022-11-11,7008,23:30:56,15.07,206.95,19.61,17.68,0.88,3.7,263.88
2022-11-12,7007,02:47:15,17.45,0.17,19.66,21.02,0.0,3.0,61.3
2022-11-12,7007,03:48:33,17.53,12.75,9.74,21.99,0.0,3.02,65.02
2022-11-12,7008,03:54:49,15.54,4.82,9.63,18.17,92.86,0.39,141.44
2022-11-12,7007,04:53:34,17.97,0.15,8.85,22.37,27.38,1.02,77.72
2022-11-12,7007,07:01:30,16.1,0.13,22.29,17.09,0.0,6.26,61.88
2022-11-12,7008,07:19:39,18.66,714.31,9.0,22.76,0.57,4.78,770.08
2022-11-12,7007,08:03:23,15.95,16.04,7.69,18.2,0.0,3.38,61.25
2022-11-12,7007,09:04:38,15.85,5.07,8.14,17.81,0.0,3.18,50.05
2022-11-12,7007,09:54:41,15.69,18.03,7.09,18.08,0.0,3.47,62.35
2022-11-12,7007,10:57:02,15.97,0.22,19.82,58.71,36.9,4.96,136.55
2022-11-12,7007,14:11:07,33.18,261.12,10.63,19.67,0.0,4.85,329.45
2022-11-12,7007,19:59:11,17.92,0.92,15.3,18.97,0.0,3.83,56.93
2022-11-12,7008,20:09:44,18.15,0.42,35.15,21.28,0.0,2.95,77.95
2022-11-12,7007,20:56:07,17.61,3.98,16.37,19.53,0.0,5.38,62.87
2022-11-12,7008,21:27:41,18.64,0.47,8.21,23.48,0.0,3.25,54.05
2022-11-12,7007,21:58:59,17.48,5.48,9.75,20.53,0.58,3.3,57.13
2022-11-12,7008,22:21:44,18.92,4.86,9.46,21.77,0.0,3.18,58.2
2022-11-12,7007,22:56:07,18.16,2.19,7.7,19.5,0.0,93.66,141.22
2022-11-12,7008,23:19:56,18.38,0.15,7.72,21.52,60.52,5.03,113.32
2022-11-13,7008,01:14:07,17.59,0.17,10.96,22.13,0.25,3.27,54.38
2022-11-13,7007,01:17:20,19.35,0.32,10.93,20.29,0.0,3.68,54.58
2022-11-13,7008,02:08:30,18.73,0.13,7.99,22.39,0.0,245.78,295.0
2022-11-13,7007,02:11:55,17.82,0.13,13.35,21.18,0.0,3.28,55.77
2022-11-13,7007,03:07:41,19.21,7913.84,60.96,20.03,0.0,3.62,8017.65
2022-11-13,7008,07:03:30,0.38,0.08,0.0,0.0,0.0,0.68,1.15
2022-11-13,7008,07:04:39,17.45,14.32,23.55,20.66,0.0,3.17,79.15
2022-11-13,7008,08:23:48,19.64,8624.75,15.01,19.62,0.0,3.28,8682.27
2022-11-18,7007,16:45:20,284.1,3906.87,8.83,0.0,0.0,2.69,4202.5
2022-11-19,7008,09:06:04,17.77,0.17,15.99,21.61,3.53,3.05,62.12
2022-11-19,7008,10:08:11,18.23,1280.12,16.45,20.87,0.0,3.17,1338.82
2022-11-20,7008,08:27:00,17.96,109.87,1.35,28.53,470.63,3.28,631.6
2022-11-20,7008,21:00:09,17.3,0.22,11.09,19.5,0.0,3.02,51.11
2022-11-20,7008,21:51:16,16.11,5.43,9.3,19.47,0.0,2.97,53.27
2022-11-20,7008,22:44:32,17.38,1.03,10.53,18.4,0.0,3.03,50.38
2022-11-20,7008,23:34:55,17.66,45.58,17.11,65.68,310.69,3.34,460.06
2022-11-21,7008,08:21:12,17.0,2.1,9.53,19.6,0.0,23.78,72.0
2022-11-21,7008,09:33:12,14.98,21.08,30.01,16.5,0.0,2.93,85.52
2022-11-21,7008,10:58:43,15.95,0.2,8.67,19.55,0.0,3.55,47.93
2022-11-21,7008,11:46:39,17.09,293.57,19.57,20.43,0.0,9.13,359.82
2022-11-21,7007,14:47:50,29.66,30.78,8.09,4.6,2.13,2.5,77.75
2022-11-21,7007,16:05:35,17.35,1.02,13.92,16.2,0.11,2.62,51.23
2022-11-21,7007,16:56:49,18.94,6.69,9.01,16.87,10.95,5.18,67.63
2022-11-21,7008,17:46:28,17.4,112.77,7.11,19.77,0.0,3.43,160.48
2022-11-21,7008,20:26:57,16.48,0.15,8.37,19.89,0.0,4.99,49.88
2022-11-21,7008,21:16:50,19.34,0.35,7.72,19.72,0.0,3.32,50.43
2022-11-21,7008,22:07:16,18.22,0.51,9.91,19.38,0.0,3.34,51.37
2022-11-21,7008,22:58:38,106.62,5.82,0.0,0.0,0.0,10.52,122.96
2022-11-22,7008,00:50:47,0.28,0.0,0.0,0.0,0.0,10.52,10.8
2022-11-22,7008,01:10:48,18.59,1.08,15.81,18.69,2.17,3.02,59.33
2022-11-22,7008,02:10:08,16.67,0.1,9.91,21.57,0.0,2.77,51.02
2022-11-22,7008,03:01:09,18.64,11.95,13.72,20.59,0.0,3.18,68.08
2022-11-22,7008,04:09:14,18.12,44643.54,9.96,0.0,4.15,2.47,44678.22
2022-11-30,7007,11:54:53,24.98,4.65,7.79,31.7,3.47,2.8,75.38
2022-11-30,7007,15:33:34,16.38,0.59,7.9,20.59,3.09,2.81,51.38
2022-11-30,7007,16:24:57,16.55,0.81,24.54,21.47,0.72,2.73,66.83
2022-11-30,7007,17:31:47,25.5,275.78,7.2,22.0,6.37,2.62,339.47
2022-12-01,7007,02:08:18,15.27,0.0,7.33,20.41,2.35,2.6,47.95
2022-12-01,7007,02:56:15,37.42,316.68,32.07,18.76,65.77,2.7,473.4
2022-12-01,7007,10:49:39,16.65,1.92,23.04,18.95,4.89,2.73,68.17
2022-12-01,7007,11:57:49,17.84,0.63,3.94,20.91,4.3,2.68,50.31
2022-12-01,7007,16:08:11,26.18,532.04,25.3,22.48,0.65,2.72,609.38
2022-12-02,7007,02:17:34,18.56,0.4,20.26,19.57,2.33,2.71,63.83
2022-12-02,7007,03:21:24,17.3,313.81,18.63,22.62,7.08,2.54,381.97
2022-12-02,7007,09:43:21,8.33,43.12,8.23,18.65,0.0,4.08,82.4
2022-12-02,7007,11:05:46,16.3,0.55,11.25,18.11,0.0,3.22,49.43
2022-12-02,7007,11:55:12,29.19,717.15,52.11,21.97,4.3,2.54,827.26
2022-12-03,7007,03:04:17,35.4,11.91,105.43,32.62,150.05,2.65,338.07
2022-12-03,7007,08:42:21,2.07,396.21,30.14,21.04,6.79,2.65,458.9
2022-12-03,7007,16:21:15,15.39,5.63,22.55,20.97,36.05,2.55,103.14
2022-12-03,7007,19:05:38,19.74,18.64,7.69,22.38,8.28,28.25,104.98
2022-12-03,7007,20:50:37,17.92,0.59,11.29,22.36,3.42,2.64,58.18
2022-12-03,7007,21:48:48,17.92,12.06,34.08,23.04,5.43,2.5,95.03
2022-12-03,7007,23:23:50,21.25,417.08,38.17,21.18,5.54,2.59,505.81
2022-12-04,7007,10:16:23,15.82,0.5,7.48,20.5,1.14,2.6,48.03
2022-12-04,7007,11:04:25,16.77,2.53,5.75,20.97,1.45,262.0,309.48
2022-12-04,7007,16:13:54,7.4,0.9,11.39,20.58,1.58,2.53,44.4
2022-12-04,7007,16:58:18,15.36,0.17,7.48,21.65,31.92,2.46,79.05
2022-12-04,7007,18:55:17,10.72,96.56,45.78,22.13,9.27,2.38,186.85
2022-12-04,7007,22:06:51,17.34,0.71,21.67,20.74,18.81,2.17,81.42
2022-12-04,7007,23:28:16,17.11,569.35,5.08,21.75,12.69,2.89,628.88
2022-12-05,7007,09:57:09,16.89,2.2,3.05,21.8,3.42,2.7,50.07
2022-12-05,7007,10:47:13,14.57,11.98,3.26,22.42,4.72,2.45,59.38
2022-12-05,7007,11:46:36,23.63,3799.11,7.52,22.45,0.99,2.73,3856.44
2022-12-08,7007,04:03:02,15.99,6.83,7.72,21.29,1.97,2.82,56.63
2022-12-08,7007,04:59:40,15.2,10.67,9.04,21.75,13.59,2.6,72.86
2022-12-08,7007,07:19:20,15.79,10.62,25.63,20.95,4.34,2.64,79.97
2022-12-08,7007,08:39:19,16.11,9.87,9.01,21.09,5.85,2.5,64.44
2022-12-08,7007,09:43:45,7.51,214.13,20.25,20.03,2.13,2.62,266.68
2022-12-08,7007,14:10:26,15.67,0.4,9.83,20.04,0.59,2.75,49.28
2022-12-08,7007,14:59:43,15.58,2.3,8.99,20.58,0.56,2.97,50.97
2022-12-08,7007,15:50:41,15.77,25.75,5.88,20.5,1.53,2.58,72.01
2022-12-08,7007,17:02:42,16.1,0.0,16.85,14.87,0.72,2.35,50.89
2022-12-08,7007,17:53:35,16.77,3.7,9.97,21.77,0.89,2.66,55.76
2022-12-08,7007,20:04:53,17.33,2.94,9.33,22.02,1.61,2.66,55.88
2022-12-08,7007,21:00:46,17.21,319.55,9.97,20.93,712.71,2.43,1082.8
2022-12-09,7007,15:32:01,8.61,629.58,8.7,24.28,0.36,2.81,674.35
2022-12-10,7007,02:46:22,17.09,0.13,12.98,22.99,0.61,2.68,56.48
2022-12-10,7007,03:42:51,17.48,6.02,6.89,24.12,0.67,2.29,57.47
2022-12-10,7007,04:40:19,18.53,0.17,6.83,26.18,6.52,2.4,60.63
2022-12-10,7007,05:40:57,17.68,114.25,15.59,20.94,15.51,2.6,186.57
2022-12-10,7007,08:47:31,14.5,94.19,0.0,1.41,40.23,2.64,152.97
2022-12-10,7007,11:20:29,14.9,0.49,6.64,20.85,96.05,2.62,141.54
2022-12-10,7007,15:03:31,15.59,0.58,9.52,20.51,5.39,2.55,54.15
2022-12-10,7007,15:57:40,159.87,323.33,0.0,0.2,188.57,4.28,676.25
2022-12-11,7007,00:33:38,152.54,0.76,0.0,0.0,2.7,4.28,160.28
2022-12-11,7007,03:15:43,16.07,8.94,3.28,24.71,16.35,2.6,71.94
2022-12-11,7007,04:27:40,16.05,0.23,6.67,22.48,3.6,2.55,51.58
2022-12-11,7007,05:19:15,0.45,1.25,16.48,21.13,17290.92,2.7,17332.94
2022-12-23,7008,04:47:27,33.85,18.11,7.89,0.0,0.0,3.57,63.42
2022-12-23,7008,05:50:52,38.88,81.91,9.14,0.0,42.39,2.41,174.72
2022-12-23,7007,07:06:05,17.99,37.86,8.61,16.3,40.5,2.7,123.95
2022-12-23,7007,09:10:02,13.58,21.25,6.37,20.98,4.27,3.07,69.5
2022-12-23,7008,10:04:27,34.66,2.33,14.05,0.0,0.0,2.5,53.53
2022-12-23,7007,10:19:32,15.19,0.15,7.95,21.98,1.92,2.8,49.98
2022-12-23,7008,10:57:59,34.79,1.45,8.52,0.0,0.0,2.33,47.1
